nodes,NR,NW,clients,read_s,write_s
19,4,17,9,0.12,0.29
19,4,17,10,0.11,0.23
19,4,18,1,0.09,0.17
19,4,18,2,0.09,0.17
19,4,18,3,0.1,0.19
19,4,18,4,0.1,0.19
19,4,18,5,0.11,0.19
19,4,18,6,0.11,0.21
19,4,18,7,0.11,0.22
19,4,18,8,0.11,0.22
19,4,18,9,0.11,0.28
19,4,18,10,0.11,0.25
19,4,19,1,0.09,0.17
19,4,19,2,0.1,0.17
19,4,19,3,0.1,0.19
19,4,19,4,0.1,0.21
19,4,19,5,0.11,0.21
19,4,19,6,0.11,0.22
19,4,19,7,0.11,0.23
19,4,19,8,0.11,0.24
19,4,19,9,0.11,0.23
19,4,19,10,0.12,0.24
19,5,15,1,0.09,0.16
19,5,15,2,0.09,0.16
19,5,15,3,0.1,0.18
19,5,15,4,0.1,0.18
19,5,15,5,0.11,0.19
19,5,15,6,0.11,0.19
19,5,15,7,0.11,0.2
19,5,15,8,0.11,0.19
19,5,15,9,0.12,0.2
19,5,15,10,0.11,0.22
19,5,16,1,0.09,0.16
19,5,16,2,0.1,0.16
19,5,16,3,0.1,0.17
19,5,16,4,0.1,0.18
19,5,16,5,0.11,0.19
19,5,16,6,0.11,0.2
19,5,16,7,0.11,0.21
19,5,16,8,0.11,0.2
19,5,16,9,0.12,0.21
19,5,16,10,0.12,0.22
19,5,17,1,0.09,0.16
19,5,17,2,0.1,0.17
19,5,17,3,0.1,0.18
19,5,17,4,0.1,0.19
19,5,17,5,0.11,0.2
19,5,17,6,0.11,0.2
19,5,17,7,0.11,0.21
19,5,17,8,0.11,0.2
19,5,17,9,0.12,0.23
19,5,17,10,0.12,0.22
19,5,18,1,0.09,0.17
19,5,18,2,0.1,0.17
19,5,18,3,0.1,0.18
19,5,18,4,0.1,0.2
19,5,18,5,0.1,0.21
19,5,18,6,0.11,0.21
19,5,18,7,0.11,0.22
19,5,18,8,0.11,0.23
19,5,18,9,0.12,0.22
19,5,18,10,0.12,0.24
19,5,19,1,0.09,0.17
19,5,19,2,0.1,0.18
19,5,19,3,0.1,0.2
19,5,19,4,0.1,0.2
19,5,19,5,0.1,0.2
19,5,19,6,0.11,0.22
19,5,19,7,0.11,0.23
19,5,19,8,0.11,0.23
19,5,19,9,0.11,0.24
19,5,19,10,0.12,0.25
19,6,14,1,0.09,0.15
19,6,14,2,0.1,0.15
19,6,14,3,0.1,0.16
19,6,14,4,0.1,0.17
19,6,14,5,0.11,0.17
19,6,14,6,0.11,0.19
19,6,14,7,0.11,0.19
19,6,14,8,0.12,0.19
19,6,14,9,0.12,0.19
19,6,14,10,0.12,0.2
19,6,15,1,0.09,0.16
19,6,15,2,0.1,0.16
19,6,15,3,0.11,0.17
19,6,15,4,0.1,0.23
19,6,15,5,0.11,0.24
19,6,15,6,0.12,0.19
19,6,15,7,0.12,0.25
19,6,15,8,0.12,0.2
19,6,15,9,0.12,0.26
19,6,15,10,0.14,0.28
19,6,16,1,0.09,0.15
19,6,16,2,0.1,0.16
19,6,16,3,0.11,0.18
19,6,16,4,0.11,0.18
19,6,16,5,0.11,0.2
19,6,16,6,0.11,0.19
19,6,16,7,0.12,0.21
19,6,16,8,0.12,0.21
19,6,16,9,0.12,0.21
19,6,16,10,0.12,0.22
19,6,17,1,0.09,0.16
19,6,17,2,0.1,0.17
19,6,17,3,0.1,0.18
19,6,17,4,0.1,0.19
19,6,17,5,0.11,0.2
19,6,17,6,0.11,0.2
19,6,17,7,0.12,0.22
19,6,17,8,0.12,0.21
19,6,17,9,0.12,0.21
19,6,17,10,0.12,0.24
19,6,18,1,0.09,0.17
19,6,18,2,0.1,0.18
19,6,18,3,0.1,0.19
19,6,18,4,0.11,0.2
19,6,18,5,0.11,0.2
19,6,18,6,0.11,0.2
19,6,18,7,0.11,0.22
19,6,18,8,0.12,0.22
19,6,18,9,0.12,0.22
19,6,18,10,0.12,0.24
19,6,19,1,0.09,0.17
19,6,19,2,0.1,0.18
19,6,19,3,0.1,0.19
19,6,19,4,0.11,0.2
19,6,19,5,0.11,0.21
19,6,19,6,0.11,0.21
19,6,19,7,0.11,0.23
19,6,19,8,0.12,0.22
19,6,19,9,0.12,0.23
19,6,19,10,0.12,0.24
19,7,13,1,0.1,0.15
19,7,13,2,0.1,0.16
19,7,13,3,0.1,0.16
19,7,13,4,0.11,0.16
19,7,13,5,0.11,0.18
19,7,13,6,0.11,0.17
19,7,13,7,0.12,0.18
19,7,13,8,0.12,0.19
19,7,13,9,0.12,0.19
19,7,13,10,0.12,0.24
19,7,14,1,0.09,0.15
19,7,14,2,0.1,0.15
19,7,14,3,0.1,0.16
19,7,14,4,0.11,0.17
19,7,14,5,0.11,0.18
19,7,14,6,0.11,0.19
19,7,14,7,0.12,0.19
19,7,14,8,0.12,0.17
19,7,14,9,0.12,0.2
19,7,14,10,0.13,0.21
19,7,15,1,0.1,0.18
19,7,15,2,0.1,0.23
19,7,15,3,0.11,0.17
19,7,15,4,0.11,0.2
19,7,15,5,0.12,0.19
19,7,15,6,0.11,0.19
19,7,15,7,0.12,0.2
19,7,15,8,0.13,0.2
19,7,15,9,0.13,0.21
19,7,15,10,0.12,0.21
19,7,16,1,0.1,0.16
19,7,16,2,0.1,0.17
19,7,16,3,0.1,0.17
19,7,16,4,0.11,0.18
19,7,16,5,0.11,0.2
19,7,16,6,0.12,0.2
19,7,16,7,0.12,0.25
19,7,16,8,0.12,0.2
19,7,16,9,0.12,0.22
19,7,16,10,0.12,0.24
19,7,17,1,0.09,0.16
19,7,17,2,0.1,0.18
19,7,17,3,0.1,0.18
19,7,17,4,0.11,0.19
19,7,17,5,0.11,0.2
19,7,17,6,0.12,0.2
19,7,17,7,0.12,0.21
19,7,17,8,0.12,0.21
19,7,17,9,0.12,0.23
19,7,17,10,0.13,0.22
19,7,18,1,0.09,0.17
19,7,18,2,0.1,0.18
19,7,18,3,0.1,0.18
19,7,18,4,0.11,0.2
19,7,18,5,0.11,0.21
19,7,18,6,0.11,0.21
19,7,18,7,0.13,0.22
19,7,18,8,0.12,0.24
19,7,18,9,0.12,0.23
19,7,18,10,0.13,0.23
19,7,19,1,0.09,0.17
19,7,19,2,0.1,0.18
19,7,19,3,0.1,0.19
19,7,19,4,0.11,0.19
19,7,19,5,0.11,0.22
19,7,19,6,0.11,0.2
19,7,19,7,0.11,0.23
19,7,19,8,0.12,0.23
19,7,19,9,0.12,0.23
19,7,19,10,0.12,0.25
19,8,12,1,0.09,0.15
19,8,12,2,0.1,0.15
19,8,12,3,0.11,0.15
19,8,12,4,0.11,0.16
19,8,12,5,0.11,0.16
19,8,12,6,0.12,0.17
19,8,12,7,0.12,0.18
19,8,12,8,0.12,0.17
19,8,12,9,0.12,0.19
19,8,12,10,0.13,0.18
19,8,13,1,0.09,0.15
19,8,13,2,0.1,0.14
19,8,13,3,0.11,0.15
19,8,13,4,0.11,0.16
19,8,13,5,0.12,0.18
19,8,13,6,0.12,0.28
19,8,13,7,0.12,0.18
19,8,13,8,0.12,0.22
19,8,13,9,0.13,0.24
19,8,13,10,0.13,0.24
19,8,14,1,0.1,0.16
19,8,14,2,0.1,0.15
19,8,14,3,0.1,0.17
19,8,14,4,0.11,0.23
19,8,14,5,0.12,0.19
19,8,14,6,0.12,0.23
19,8,14,7,0.13,0.2
19,8,14,8,0.13,0.2
19,8,14,9,0.12,0.25
19,8,14,10,0.13,0.27
19,8,15,1,0.09,0.15
19,8,15,2,0.1,0.16
19,8,15,3,0.1,0.17
19,8,15,4,0.11,0.18
19,8,15,5,0.11,0.19
19,8,15,6,0.11,0.19
19,8,15,7,0.12,0.2
19,8,15,8,0.12,0.2
19,8,15,9,0.12,0.2
19,8,15,10,0.13,0.21
19,8,16,1,0.09,0.16
19,8,16,2,0.1,0.17
19,8,16,3,0.11,0.17
19,8,16,4,0.11,0.18
19,8,16,5,0.11,0.18
19,8,16,6,0.12,0.2
19,8,16,7,0.12,0.21
19,8,16,8,0.12,0.22
19,8,16,9,0.13,0.22
19,8,16,10,0.13,0.22
19,8,17,1,0.09,0.16
19,8,17,2,0.1,0.18
19,8,17,3,0.11,0.18
19,8,17,4,0.11,0.19
19,8,17,5,0.12,0.2
19,8,17,6,0.12,0.21
19,8,17,7,0.12,0.22
19,8,17,8,0.12,0.22
19,8,17,9,0.12,0.21
19,8,17,10,0.13,0.22
19,8,18,1,0.09,0.17
19,8,18,2,0.1,0.17
19,8,18,3,0.1,0.19
19,8,18,4,0.1,0.2
19,8,18,5,0.11,0.2
19,8,18,6,0.11,0.2
19,8,18,7,0.12,0.21
19,8,18,8,0.12,0.23
19,8,18,9,0.12,0.22
19,8,18,10,0.13,0.24
19,8,19,1,0.09,0.18
19,8,19,2,0.1,0.18
19,8,19,3,0.1,0.19
19,8,19,4,0.1,0.2
19,8,19,5,0.11,0.19
19,8,19,6,0.12,0.22
19,8,19,7,0.12,0.22
19,8,19,8,0.12,0.23
19,8,19,9,0.12,0.23
19,8,19,10,0.12,0.25
19,9,11,1,0.09,0.14
19,9,11,2,0.1,0.14
19,9,11,3,0.11,0.14
19,9,11,4,0.11,0.16
19,9,11,5,0.11,0.16
19,9,11,6,0.11,0.16
19,9,11,7,0.12,0.15
19,9,11,8,0.12,0.17
19,9,11,9,0.13,0.17
19,9,11,10,0.13,0.18
19,9,12,1,0.09,0.14
19,9,12,2,0.1,0.15
19,9,12,3,0.11,0.16
19,9,12,4,0.11,0.16
19,9,12,5,0.11,0.17
19,9,12,6,0.11,0.16
19,9,12,7,0.12,0.17
19,9,12,8,0.12,0.18
19,9,12,9,0.13,0.18
19,9,12,10,0.13,0.17
19,9,13,1,0.09,0.15
19,9,13,2,0.1,0.15
19,9,13,3,0.11,0.16
19,9,13,4,0.11,0.16
19,9,13,5,0.11,0.17
19,9,13,6,0.12,0.18
19,9,13,7,0.13,0.19
19,9,13,8,0.12,0.18
19,9,13,9,0.13,0.19
19,9,13,10,0.13,0.18
19,9,14,1,0.09,0.15
19,9,14,2,0.1,0.15
19,9,14,3,0.11,0.16
19,9,14,4,0.1,0.17
19,9,14,5,0.12,0.17
19,9,14,6,0.12,0.19
19,9,14,7,0.12,0.18
19,9,14,8,0.13,0.19
19,9,14,9,0.13,0.2
19,9,14,10,0.13,0.2
19,9,15,1,0.1,0.15
19,9,15,2,0.1,0.16
19,9,15,3,0.11,0.16
19,9,15,4,0.11,0.17
19,9,15,5,0.12,0.19
19,9,15,6,0.12,0.19
19,9,15,7,0.13,0.19
19,9,15,8,0.12,0.21
19,9,15,9,0.13,0.2
19,9,15,10,0.13,0.21
19,9,16,1,0.1,0.15
19,9,16,2,0.1,0.16
19,9,16,3,0.11,0.17
19,9,16,4,0.11,0.18
19,9,16,5,0.11,0.18
19,9,16,6,0.12,0.19
19,9,16,7,0.12,0.2
19,9,16,8,0.13,0.21
19,9,16,9,0.13,0.2
19,9,16,10,0.13,0.21
19,9,17,1,0.09,0.16
19,9,17,2,0.1,0.17
19,9,17,3,0.11,0.17
19,9,17,4,0.11,0.19
19,9,17,5,0.12,0.19
19,9,17,6,0.12,0.2
19,9,17,7,0.12,0.2
19,9,17,8,0.13,0.21
19,9,17,9,0.13,0.22
19,9,17,10,0.13,0.21
19,9,18,1,0.1,0.17
19,9,18,2,0.1,0.17
19,9,18,3,0.1,0.18
19,9,18,4,0.11,0.19
19,9,18,5,0.11,0.2
19,9,18,6,0.11,0.18
19,9,18,7,0.12,0.22
19,9,18,8,0.12,0.22
19,9,18,9,0.13,0.22
19,9,18,10,0.13,0.24
19,9,19,1,0.09,0.17
19,9,19,2,0.1,0.18
19,9,19,3,0.11,0.19
19,9,19,4,0.11,0.2
19,9,19,5,0.12,0.21
19,9,19,6,0.12,0.21
19,9,19,7,0.12,0.23
19,9,19,8,0.13,0.24
19,9,19,9,0.13,0.23
19,9,19,10,0.13,0.23
19,10,10,1,0.1,0.13
19,10,10,2,0.1,0.14
19,10,10,3,0.11,0.14
19,10,10,4,0.11,0.14
19,10,10,5,0.12,0.15
19,10,10,6,0.13,0.15
19,10,10,7,0.12,0.15
19,10,10,8,0.13,0.17
19,10,10,9,0.13,0.16
19,10,10,10,0.14,0.18
19,10,11,1,0.09,0.14
19,10,11,2,0.1,0.15
19,10,11,3,0.11,0.16
19,10,11,4,0.12,0.15
19,10,11,5,0.12,0.16
19,10,11,6,0.13,0.16
19,10,11,7,0.13,0.17
19,10,11,8,0.14,0.18
19,10,11,9,0.14,0.18
19,10,11,10,0.13,0.21
19,10,12,1,0.09,0.14
19,10,12,2,0.1,0.15
19,10,12,3,0.11,0.15
19,10,12,4,0.12,0.17
19,10,12,5,0.12,0.17
19,10,12,6,0.12,0.17
19,10,12,7,0.13,0.17
19,10,12,8,0.13,0.18
19,10,12,9,0.13,0.18
19,10,12,10,0.13,0.18
19,10,13,1,0.1,0.15
19,10,13,2,0.1,0.15
19,10,13,3,0.11,0.15
19,10,13,4,0.11,0.16
19,10,13,5,0.12,0.17
19,10,13,6,0.12,0.18
19,10,13,7,0.13,0.18
19,10,13,8,0.13,0.18
19,10,13,9,0.13,0.19
19,10,13,10,0.13,0.18
19,10,14,1,0.09,0.15
19,10,14,2,0.1,0.16
19,10,14,3,0.11,0.16
19,10,14,4,0.11,0.17
19,10,14,5,0.12,0.17
19,10,14,6,0.12,0.19
19,10,14,7,0.12,0.2
19,10,14,8,0.13,0.19
19,10,14,9,0.14,0.2
19,10,14,10,0.13,0.22
19,10,15,1,0.09,0.15
19,10,15,2,0.1,0.16
19,10,15,3,0.11,0.18
19,10,15,4,0.11,0.18
19,10,15,5,0.12,0.19
19,10,15,6,0.12,0.19
19,10,15,7,0.12,0.2
19,10,15,8,0.13,0.2
19,10,15,9,0.13,0.19
19,10,15,10,0.13,0.2
19,10,16,1,0.09,0.17
19,10,16,2,0.1,0.16
19,10,16,3,0.1,0.18
19,10,16,4,0.11,0.18
19,10,16,5,0.12,0.19
19,10,16,6,0.13,0.32
19,10,16,7,0.13,0.27
19,10,16,8,0.13,0.22
19,10,16,9,0.14,0.22
19,10,16,10,0.15,0.24
19,10,17,1,0.1,0.17
19,10,17,2,0.11,0.17
19,10,17,3,0.11,0.18
19,10,17,4,0.11,0.19
19,10,17,5,0.12,0.26
19,10,17,6,0.12,0.21
19,10,17,7,0.13,0.27
19,10,17,8,0.12,0.21
19,10,17,9,0.14,0.3
19,10,17,10,0.14,0.37
19,10,18,1,0.09,0.17
19,10,18,2,0.1,0.17
19,10,18,3,0.1,0.19
19,10,18,4,0.11,0.2
19,10,18,5,0.12,0.2
19,10,18,6,0.12,0.21
19,10,18,7,0.12,0.21
19,10,18,8,0.13,0.22
19,10,18,9,0.13,0.23
19,10,18,10,0.13,0.24
19,10,19,1,0.1,0.16
19,10,19,2,0.11,0.18
19,10,19,3,0.11,0.19
19,10,19,4,0.11,0.22
19,10,19,5,0.12,0.21
19,10,19,6,0.12,0.22
19,10,19,7,0.12,0.22
19,10,19,8,0.12,0.31
19,10,19,9,0.13,0.23
19,10,19,10,0.14,0.24
19,11,10,1,0.1,0.13
19,11,10,2,0.1,0.14
19,11,10,3,0.11,0.15
19,11,10,4,0.12,0.14
19,11,10,5,0.12,0.15
19,11,10,6,0.12,0.16
19,11,10,7,0.13,0.15
19,11,10,8,0.13,0.16
19,11,10,9,0.13,0.16
19,11,10,10,0.13,0.17
19,11,11,1,0.1,0.14
19,11,11,2,0.1,0.14
19,11,11,3,0.11,0.15
19,11,11,4,0.11,0.15
19,11,11,5,0.12,0.16
19,11,11,6,0.13,0.16
19,11,11,7,0.13,0.17
19,11,11,8,0.14,0.17
19,11,11,9,0.14,0.18
19,11,11,10,0.14,0.18
19,11,12,1,0.09,0.14
19,11,12,2,0.11,0.15
19,11,12,3,0.11,0.15
19,11,12,4,0.11,0.17
19,11,12,5,0.12,0.17
19,11,12,6,0.13,0.17
19,11,12,7,0.13,0.18
19,11,12,8,0.13,0.18
19,11,12,9,0.14,0.18
19,11,12,10,0.14,0.19
19,11,13,1,0.1,0.15
19,11,13,2,0.1,0.15
19,11,13,3,0.11,0.17
19,11,13,4,0.11,0.17
19,11,13,5,0.12,0.18
19,11,13,6,0.12,0.17
19,11,13,7,0.13,0.18
19,11,13,8,0.13,0.18
19,11,13,9,0.13,0.19
19,11,13,10,0.14,0.19
19,11,14,1,0.09,0.15
19,11,14,2,0.1,0.16
19,11,14,3,0.11,0.16
19,11,14,4,0.13,0.22
19,11,14,5,0.12,0.18
19,11,14,6,0.12,0.19
19,11,14,7,0.12,0.2
19,11,14,8,0.13,0.25
19,11,14,9,0.14,0.2
19,11,14,10,0.14,0.27
19,11,15,1,0.1,0.16
19,11,15,2,0.1,0.17
19,11,15,3,0.12,0.18
19,11,15,4,0.11,0.24
19,11,15,5,0.12,0.19
19,11,15,6,0.13,0.25
19,11,15,7,0.13,0.19
19,11,15,8,0.13,0.22
19,11,15,9,0.14,0.23
19,11,15,10,0.13,0.22
19,11,16,1,0.1,0.16
19,11,16,2,0.1,0.17
19,11,16,3,0.11,0.18
19,11,16,4,0.12,0.19
19,11,16,5,0.12,0.19
19,11,16,6,0.14,0.2
19,11,16,7,0.12,0.21
19,11,16,8,0.13,0.21
19,11,16,9,0.14,0.21
19,11,16,10,0.13,0.29
19,11,17,1,0.1,0.17
19,11,17,2,0.1,0.18
19,11,17,3,0.11,0.18
19,11,17,4,0.11,0.19
19,11,17,5,0.11,0.2
19,11,17,6,0.13,0.21
19,11,17,7,0.13,0.21
19,11,17,8,0.13,0.2
19,11,17,9,0.13,0.22
19,11,17,10,0.14,0.24
19,11,18,1,0.09,0.16
19,11,18,2,0.11,0.19
19,11,18,3,0.11,0.18
19,11,18,4,0.11,0.2
19,11,18,5,0.12,0.2
19,11,18,6,0.12,0.22
19,11,18,7,0.13,0.23
19,11,18,8,0.13,0.23
19,11,18,9,0.13,0.24
19,11,18,10,0.14,0.24
19,11,19,1,0.1,0.17
19,11,19,2,0.1,0.19
19,11,19,3,0.11,0.19
19,11,19,4,0.11,0.2
19,11,19,5,0.12,0.21
19,11,19,6,0.12,0.22
19,11,19,7,0.13,0.23
19,11,19,8,0.13,0.22
19,11,19,9,0.13,0.25
19,11,19,10,0.14,0.25
19,12,10,1,0.1,0.14
19,12,10,2,0.1,0.14
19,12,10,3,0.11,0.14
19,12,10,4,0.12,0.16
19,12,10,5,0.12,0.15
19,12,10,6,0.13,0.16
19,12,10,7,0.14,0.16
19,12,10,8,0.13,0.16
19,12,10,9,0.13,0.17
19,12,10,10,0.15,0.21
19,12,11,1,0.1,0.14
19,12,11,2,0.11,0.14
19,12,11,3,0.11,0.15
19,12,11,4,0.12,0.16
19,12,11,5,0.12,0.16
19,12,11,6,0.13,0.17
19,12,11,7,0.13,0.17
19,12,11,8,0.14,0.18
19,12,11,9,0.13,0.18
19,12,11,10,0.14,0.19
19,12,12,1,0.1,0.15
19,12,12,2,0.1,0.15
19,12,12,3,0.11,0.16
19,12,12,4,0.11,0.16
19,12,12,5,0.12,0.16
19,12,12,6,0.13,0.17
19,12,12,7,0.13,0.18
19,12,12,8,0.14,0.19
19,12,12,9,0.14,0.19
19,12,12,10,0.14,0.18
19,12,13,1,0.09,0.15
19,12,13,2,0.1,0.16
19,12,13,3,0.11,0.17
19,12,13,4,0.12,0.17
19,12,13,5,0.12,0.18
19,12,13,6,0.13,0.18
19,12,13,7,0.13,0.18
19,12,13,8,0.13,0.18
19,12,13,9,0.15,0.19
19,12,13,10,0.14,0.19
19,12,14,1,0.1,0.15
19,12,14,2,0.1,0.16
19,12,14,3,0.11,0.17
19,12,14,4,0.12,0.17
19,12,14,5,0.12,0.18
19,12,14,6,0.13,0.18
19,12,14,7,0.13,0.18
19,12,14,8,0.13,0.19
19,12,14,9,0.13,0.19
19,12,14,10,0.14,0.2
19,12,15,1,0.1,0.15
19,12,15,2,0.1,0.15
19,12,15,3,0.11,0.17
19,12,15,4,0.12,0.18
19,12,15,5,0.12,0.19
19,12,15,6,0.14,0.2
19,12,15,7,0.14,0.25
19,12,15,8,0.13,0.27
19,12,15,9,0.14,0.27
19,12,15,10,0.14,0.23
19,12,16,1,0.1,0.16
19,12,16,2,0.1,0.17
19,12,16,3,0.11,0.18
19,12,16,4,0.12,0.18
19,12,16,5,0.12,0.19
19,12,16,6,0.13,0.2
19,12,16,7,0.13,0.2
19,12,16,8,0.13,0.22
19,12,16,9,0.14,0.21
19,12,16,10,0.14,0.22
19,12,17,1,0.1,0.17
19,12,17,2,0.11,0.17
19,12,17,3,0.11,0.18
19,12,17,4,0.11,0.19
19,12,17,5,0.12,0.23
19,12,17,6,0.13,0.2
19,12,17,7,0.13,0.28
19,12,17,8,0.14,0.28
19,12,17,9,0.14,0.23
19,12,17,10,0.14,0.23
19,12,18,1,0.1,0.17
19,12,18,2,0.1,0.18
19,12,18,3,0.11,0.19
19,12,18,4,0.12,0.19
19,12,18,5,0.12,0.2
19,12,18,6,0.13,0.21
19,12,18,7,0.13,0.22
19,12,18,8,0.13,0.23
19,12,18,9,0.13,0.23
19,12,18,10,0.14,0.24
19,12,19,1,0.1,0.18
19,12,19,2,0.1,0.18
19,12,19,3,0.11,0.2
19,12,19,4,0.12,0.2
19,12,19,5,0.12,0.2
19,12,19,6,0.13,0.23
19,12,19,7,0.13,0.23
19,12,19,8,0.13,0.22
19,12,19,9,0.14,0.24
19,12,19,10,0.15,0.25
19,13,10,1,0.1,0.14
19,13,10,2,0.11,0.14
19,13,10,3,0.11,0.15
19,13,10,4,0.12,0.14
19,13,10,5,0.13,0.15
19,13,10,6,0.13,0.16
19,13,10,7,0.13,0.16
19,13,10,8,0.14,0.17
19,13,10,9,0.15,0.17
19,13,10,10,0.14,0.2
19,13,11,1,0.1,0.14
19,13,11,2,0.1,0.15
19,13,11,3,0.11,0.16
19,13,11,4,0.13,0.16
19,13,11,5,0.12,0.19
19,13,11,6,0.13,0.16
19,13,11,7,0.13,0.17
19,13,11,8,0.14,0.22
19,13,11,9,0.15,0.23
19,13,11,10,0.15,0.23
19,13,12,1,0.1,0.15
19,13,12,2,0.1,0.15
19,13,12,3,0.11,0.2
19,13,12,4,0.12,0.16
19,13,12,5,0.13,0.17
19,13,12,6,0.12,0.31
19,13,12,7,0.13,0.22
19,13,12,8,0.15,0.18
19,13,12,9,0.14,0.19
19,13,12,10,0.15,0.24
19,13,13,1,0.1,0.15
19,13,13,2,0.11,0.16
19,13,13,3,0.11,0.16
19,13,13,4,0.12,0.17
19,13,13,5,0.13,0.18
19,13,13,6,0.12,0.23
19,13,13,7,0.13,0.22
19,13,13,8,0.14,0.25
19,13,13,9,0.15,0.25
19,13,13,10,0.15,0.29
19,13,14,1,0.09,0.15
19,13,14,2,0.1,0.16
19,13,14,3,0.11,0.17
19,13,14,4,0.13,0.17
19,13,14,5,0.13,0.23
19,13,14,6,0.14,0.19
19,13,14,7,0.13,0.19
19,13,14,8,0.14,0.25
19,13,14,9,0.15,0.21
19,13,14,10,0.15,0.22
19,13,15,1,0.1,0.16
19,13,15,2,0.1,0.17
19,13,15,3,0.11,0.18
19,13,15,4,0.12,0.23
19,13,15,5,0.12,0.24
19,13,15,6,0.13,0.25
19,13,15,7,0.14,0.25
19,13,15,8,0.14,0.26
19,13,15,9,0.14,0.21
19,13,15,10,0.14,0.29
19,13,16,1,0.1,0.16
19,13,16,2,0.1,0.17
19,13,16,3,0.11,0.17
19,13,16,4,0.12,0.19
19,13,16,5,0.12,0.18
19,13,16,6,0.13,0.19
19,13,16,7,0.14,0.21
19,13,16,8,0.14,0.22
19,13,16,9,0.14,0.22
19,13,16,10,0.14,0.22
19,13,17,1,0.09,0.16
19,13,17,2,0.1,0.18
19,13,17,3,0.11,0.19
19,13,17,4,0.12,0.18
19,13,17,5,0.12,0.2
19,13,17,6,0.13,0.2
19,13,17,7,0.14,0.22
19,13,17,8,0.14,0.22
19,13,17,9,0.14,0.22
19,13,17,10,0.15,0.22
19,13,18,1,0.1,0.17
19,13,18,2,0.1,0.17
19,13,18,3,0.11,0.19
19,13,18,4,0.11,0.19
19,13,18,5,0.12,0.2
19,13,18,6,0.13,0.2
19,13,18,7,0.13,0.21
19,13,18,8,0.13,0.22
19,13,18,9,0.14,0.24
19,13,18,10,0.14,0.24
19,13,19,1,0.09,0.18
19,13,19,2,0.11,0.18
19,13,19,3,0.11,0.19
19,13,19,4,0.12,0.2
19,13,19,5,0.13,0.21
19,13,19,6,0.13,0.22
19,13,19,7,0.13,0.23
19,13,19,8,0.14,0.24
19,13,19,9,0.14,0.23
19,13,19,10,0.15,0.25
19,14,10,1,0.09,0.14
19,14,10,2,0.11,0.14
19,14,10,3,0.11,0.14
19,14,10,4,0.12,0.15
19,14,10,5,0.12,0.15
19,14,10,6,0.13,0.16
19,14,10,7,0.14,0.16
19,14,10,8,0.15,0.17
19,14,10,9,0.15,0.16
19,14,10,10,0.15,0.17
19,14,11,1,0.09,0.13
19,14,11,2,0.1,0.13
19,14,11,3,0.11,0.15
19,14,11,4,0.12,0.16
19,14,11,5,0.12,0.16
19,14,11,6,0.13,0.17
19,14,11,7,0.14,0.16
19,14,11,8,0.14,0.18
19,14,11,9,0.15,0.18
19,14,11,10,0.15,0.18
19,14,12,1,0.1,0.15
19,14,12,2,0.1,0.15
19,14,12,3,0.11,0.15
19,14,12,4,0.12,0.16
19,14,12,5,0.12,0.17
19,14,12,6,0.13,0.17
19,14,12,7,0.13,0.17
19,14,12,8,0.14,0.19
19,14,12,9,0.14,0.17
19,14,12,10,0.14,0.18
19,14,13,1,0.1,0.15
19,14,13,2,0.11,0.15
19,14,13,3,0.11,0.16
19,14,13,4,0.12,0.16
19,14,13,5,0.13,0.17
19,14,13,6,0.14,0.18
19,14,13,7,0.14,0.18
19,14,13,8,0.14,0.18
19,14,13,9,0.15,0.19
19,14,13,10,0.15,0.2
19,14,14,1,0.1,0.16
19,14,14,2,0.1,0.15
19,14,14,3,0.11,0.16
19,14,14,4,0.12,0.17
19,14,14,5,0.12,0.18
19,14,14,6,0.13,0.19
19,14,14,7,0.14,0.19
19,14,14,8,0.14,0.19
19,14,14,9,0.14,0.21
19,14,14,10,0.15,0.19
19,14,15,1,0.1,0.16
19,14,15,2,0.1,0.16
19,14,15,3,0.11,0.17
19,14,15,4,0.12,0.18
19,14,15,5,0.13,0.18
19,14,15,6,0.13,0.19
19,14,15,7,0.13,0.19
19,14,15,8,0.14,0.19
19,14,15,9,0.15,0.2
19,14,15,10,0.14,0.21
19,14,16,1,0.09,0.17
19,14,16,2,0.1,0.17
19,14,16,3,0.11,0.16
19,14,16,4,0.12,0.18
19,14,16,5,0.12,0.19
19,14,16,6,0.13,0.2
19,14,16,7,0.13,0.21
19,14,16,8,0.13,0.21
19,14,16,9,0.15,0.21
19,14,16,10,0.14,0.22
19,14,17,1,0.1,0.17
19,14,17,2,0.11,0.18
19,14,17,3,0.11,0.19
19,14,17,4,0.12,0.19
19,14,17,5,0.12,0.19
19,14,17,6,0.13,0.2
19,14,17,7,0.13,0.22
19,14,17,8,0.14,0.22
19,14,17,9,0.14,0.23
19,14,17,10,0.15,0.24
19,14,18,1,0.1,0.17
19,14,18,2,0.1,0.18
19,14,18,3,0.12,0.18
19,14,18,4,0.12,0.19
19,14,18,5,0.12,0.2
19,14,18,6,0.13,0.21
19,14,18,7,0.14,0.22
19,14,18,8,0.13,0.2
19,14,18,9,0.14,0.23
19,14,18,10,0.15,0.23
19,14,19,1,0.09,0.17
19,14,19,2,0.1,0.18
19,14,19,3,0.11,0.19
19,14,19,4,0.12,0.21
19,14,19,5,0.13,0.21
19,14,19,6,0.13,0.21
19,14,19,7,0.14,0.23
19,14,19,8,0.14,0.22
19,14,19,9,0.15,0.23
19,14,19,10,0.15,0.24
19,15,10,1,0.1,0.13
